taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (Grauer's),structural_zero (Mountain),structural_zero (Western)
GO:0006446: [BP] regulation of translational initiation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006449: [BP] regulation of translational termination,25,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006450: [BP] regulation of translational fidelity,8,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006457: [BP] protein folding,134,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006461: [BP] protein complex assembly,8,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006464: [BP] cellular protein modification process,20,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006465: [BP] signal peptide processing,601,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0006468: [BP] protein phosphorylation,888,TRUE,TRUE,TRUE,TRUE,0,0,0
GO:0006470: [BP] protein dephosphorylation,25,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006474: [BP] N-terminal protein amino acid acetylation,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006479: [BP] protein methylation,183,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006486: [BP] protein glycosylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006487: [BP] protein N-linked glycosylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006493: [BP] protein O-linked glycosylation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006505: [BP] GPI anchor metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006506: [BP] GPI anchor biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006508: [BP] proteolysis,696,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0006511: [BP] ubiquitin-dependent protein catabolic process,611,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0006515: [BP] misfolded or incompletely synthesized protein catabolic process,116,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006518: [BP] peptide metabolic process,252,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006520: [BP] cellular amino acid metabolic process,30,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006522: [BP] alanine metabolic process,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006523: [BP] alanine biosynthetic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006525: [BP] arginine metabolic process,192,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006526: [BP] arginine biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006527: [BP] arginine catabolic process,334,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006528: [BP] asparagine metabolic process,393,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006529: [BP] asparagine biosynthetic process,7,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006531: [BP] aspartate metabolic process,26,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006534: [BP] cysteine metabolic process,298,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006535: [BP] cysteine biosynthetic process from serine,452,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006536: [BP] glutamate metabolic process,323,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006537: [BP] glutamate biosynthetic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006541: [BP] glutamine metabolic process,33,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006542: [BP] glutamine biosynthetic process,42,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006543: [BP] glutamine catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006544: [BP] glycine metabolic process,394,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006545: [BP] glycine biosynthetic process,60,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006546: [BP] glycine catabolic process,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006547: [BP] histidine metabolic process,46,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006555: [BP] methionine metabolic process,8,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006556: [BP] S-adenosylmethionine biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006557: [BP] S-adenosylmethioninamine biosynthetic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006559: [BP] L-phenylalanine catabolic process,50,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006561: [BP] proline biosynthetic process,59,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006562: [BP] proline catabolic process,394,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006563: [BP] L-serine metabolic process,385,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006564: [BP] L-serine biosynthetic process,55,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006566: [BP] threonine metabolic process,472,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006567: [BP] threonine catabolic process,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006568: [BP] tryptophan metabolic process,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0006569: [BP] tryptophan catabolic process,326,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006570: [BP] tyrosine metabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006571: [BP] tyrosine biosynthetic process,22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006572: [BP] tyrosine catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006574: [BP] valine catabolic process,117,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006576: [BP] cellular biogenic amine metabolic process,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006580: [BP] ethanolamine metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006596: [BP] polyamine biosynthetic process,175,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006605: [BP] protein targeting,26,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006606: [BP] protein import into nucleus,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006614: [BP] SRP-dependent cotranslational protein targeting to membrane,60,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006621: [BP] protein retention in ER lumen,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006623: [BP] protein targeting to vacuole,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006627: [BP] protein processing involved in protein targeting to mitochondrion,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006629: [BP] lipid metabolic process,209,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006631: [BP] fatty acid metabolic process,149,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006633: [BP] fatty acid biosynthetic process,78,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006635: [BP] fatty acid beta-oxidation,121,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006636: [BP] unsaturated fatty acid biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006637: [BP] acyl-CoA metabolic process,95,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006646: [BP] phosphatidylethanolamine biosynthetic process,126,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006650: [BP] glycerophospholipid metabolic process,18,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006655: [BP] phosphatidylglycerol biosynthetic process,643,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0006662: [BP] glycerol ether metabolic process,29,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006665: [BP] sphingolipid metabolic process,257,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006694: [BP] steroid biosynthetic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006696: [BP] ergosterol biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006725: [BP] cellular aromatic compound metabolic process,509,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006729: [BP] tetrahydrobiopterin biosynthetic process,177,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006730: [BP] one-carbon metabolic process,159,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006739: [BP] NADP metabolic process,90,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006740: [BP] NADPH regeneration,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0006741: [BP] NADP biosynthetic process,31,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006742: [BP] NADP catabolic process,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006744: [BP] ubiquinone biosynthetic process,53,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006747: [BP] FAD biosynthetic process,174,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006749: [BP] glutathione metabolic process,286,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006750: [BP] glutathione biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006754: [BP] ATP biosynthetic process,457,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006760: [BP] folic acid-containing compound metabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006772: [BP] thiamine metabolic process,186,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006777: [BP] Mo-molybdopterin cofactor biosynthetic process,340,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006779: [BP] porphyrin-containing compound biosynthetic process,28,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006782: [BP] protoporphyrinogen IX biosynthetic process,192,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006783: [BP] heme biosynthetic process,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006784: [BP] heme a biosynthetic process,469,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006788: [BP] heme oxidation,670,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0006790: [BP] sulfur compound metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006793: [BP] phosphorus metabolic process,675,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0006796: [BP] phosphate-containing compound metabolic process,9,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006797: [BP] polyphosphate metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006799: [BP] polyphosphate biosynthetic process,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006807: [BP] nitrogen compound metabolic process,183,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006808: [BP] regulation of nitrogen utilization,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006809: [BP] nitric oxide biosynthetic process,431,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006810: [BP] transport,32,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006811: [BP] ion transport,347,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006812: [BP] cation transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006813: [BP] potassium ion transport,41,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006814: [BP] sodium ion transport,763,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0006817: [BP] phosphate ion transport,121,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006824: [BP] cobalt ion transport,6,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006825: [BP] copper ion transport,635,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0006826: [BP] iron ion transport,15,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006827: [BP] high-affinity iron ion transmembrane transport,254,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006829: [BP] zinc II ion transport,355,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006855: [BP] drug transmembrane transport,383,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006857: [BP] oligopeptide transport,12,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006858: [BP] extracellular transport,358,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006859: [BP] extracellular carbohydrate transport,513,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006865: [BP] amino acid transport,45,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006869: [BP] lipid transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006873: [BP] cellular ion homeostasis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006874: [BP] cellular calcium ion homeostasis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006878: [BP] cellular copper ion homeostasis,112,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006879: [BP] cellular iron ion homeostasis,52,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006882: [BP] cellular zinc ion homeostasis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006884: [BP] cell volume homeostasis,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006885: [BP] regulation of pH,27,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006886: [BP] intracellular protein transport,371,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006887: [BP] exocytosis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006888: [BP] ER to Golgi vesicle-mediated transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
"GO:0006890: [BP] retrograde vesicle-mediated transport, Golgi to ER",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006891: [BP] intra-Golgi vesicle-mediated transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006893: [BP] Golgi to plasma membrane transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006896: [BP] Golgi to vacuole transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006897: [BP] endocytosis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006904: [BP] vesicle docking involved in exocytosis,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006906: [BP] vesicle fusion,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006913: [BP] nucleocytoplasmic transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006914: [BP] autophagy,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006915: [BP] apoptotic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006935: [BP] chemotaxis,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006950: [BP] response to stress,50,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006952: [BP] defense response,152,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006970: [BP] response to osmotic stress,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006974: [BP] cellular response to DNA damage stimulus,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006979: [BP] response to oxidative stress,215,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0006986: [BP] response to unfolded protein,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0006995: [BP] cellular response to nitrogen starvation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007005: [BP] mitochondrion organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007015: [BP] actin filament organization,571,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007017: [BP] microtubule-based process,464,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007018: [BP] microtubule-based movement,481,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007020: [BP] microtubule nucleation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007021: [BP] tubulin complex assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007031: [BP] peroxisome organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007033: [BP] vacuole organization,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007034: [BP] vacuolar transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007035: [BP] vacuolar acidification,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007049: [BP] cell cycle,68,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007059: [BP] chromosome segregation,259,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007062: [BP] sister chromatid cohesion,41,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007064: [BP] mitotic sister chromatid cohesion,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007067: [BP] mitotic nuclear division,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007094: [BP] mitotic spindle assembly checkpoint,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007097: [BP] nuclear migration,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007117: [BP] budding cell bud growth,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007118: [BP] budding cell apical bud growth,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007131: [BP] reciprocal meiotic recombination,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007154: [BP] cell communication,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007155: [BP] cell adhesion,7,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007156: [BP] homophilic cell adhesion via plasma membrane adhesion molecules,291,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007165: [BP] signal transduction,447,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007186: [BP] G-protein coupled receptor signaling pathway,524,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007189: [BP] adenylate cyclase-activating G-protein coupled receptor signaling pathway,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0007229: [BP] integrin-mediated signaling pathway,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0007264: [BP] small GTPase mediated signal transduction,782,FALSE,TRUE,TRUE,TRUE,0,0,0
GO:0007346: [BP] regulation of mitotic cell cycle,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008033: [BP] tRNA processing,204,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008053: [BP] mitochondrial fusion,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008152: [BP] metabolic process,174,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008218: [BP] bioluminescence,424,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008295: [BP] spermidine biosynthetic process,125,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008299: [BP] isoprenoid biosynthetic process,218,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008360: [BP] regulation of cell shape,125,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008361: [BP] regulation of cell size,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008380: [BP] RNA splicing,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008535: [BP] respiratory chain complex IV assembly,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008610: [BP] lipid biosynthetic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008612: [BP] peptidyl-lysine modification to peptidyl-hypusine,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0008615: [BP] pyridoxine biosynthetic process,166,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008616: [BP] queuosine biosynthetic process,164,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008643: [BP] carbohydrate transport,165,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008652: [BP] cellular amino acid biosynthetic process,16,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0008653: [BP] lipopolysaccharide metabolic process,653,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0008654: [BP] phospholipid biosynthetic process,176,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0009052: [BP] pentose-phosphate shunt, non-oxidative branch",659,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0009056: [BP] catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009058: [BP] biosynthetic process,30,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009059: [BP] macromolecule biosynthetic process,99,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009060: [BP] aerobic respiration,37,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009061: [BP] anaerobic respiration,68,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009062: [BP] fatty acid catabolic process,5,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009063: [BP] cellular amino acid catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009067: [BP] aspartate family amino acid biosynthetic process,61,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009072: [BP] aromatic amino acid family metabolic process,318,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009073: [BP] aromatic amino acid family biosynthetic process,176,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009081: [BP] branched-chain amino acid metabolic process,39,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009082: [BP] branched-chain amino acid biosynthetic process,178,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009086: [BP] methionine biosynthetic process,278,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009088: [BP] threonine biosynthetic process,38,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009089: [BP] lysine biosynthetic process via diaminopimelate,47,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009090: [BP] homoserine biosynthetic process,372,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009094: [BP] L-phenylalanine biosynthetic process,43,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009097: [BP] isoleucine biosynthetic process,46,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009098: [BP] leucine biosynthetic process,32,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009099: [BP] valine biosynthetic process,32,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009102: [BP] biotin biosynthetic process,149,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009103: [BP] lipopolysaccharide biosynthetic process,579,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0009107: [BP] lipoate biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009113: [BP] purine nucleobase biosynthetic process,26,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009116: [BP] nucleoside metabolic process,87,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009117: [BP] nucleotide metabolic process,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009132: [BP] nucleoside diphosphate metabolic process,400,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009142: [BP] nucleoside triphosphate biosynthetic process,53,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009143: [BP] nucleoside triphosphate catabolic process,36,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009152: [BP] purine ribonucleotide biosynthetic process,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009156: [BP] ribonucleoside monophosphate biosynthetic process,40,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009159: [BP] deoxyribonucleoside monophosphate catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009163: [BP] nucleoside biosynthetic process,21,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009164: [BP] nucleoside catabolic process,94,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009165: [BP] nucleotide biosynthetic process,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009166: [BP] nucleotide catabolic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009168: [BP] purine ribonucleoside monophosphate biosynthetic process,188,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009186: [BP] deoxyribonucleoside diphosphate metabolic process,168,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009190: [BP] cyclic nucleotide biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009214: [BP] cyclic nucleotide catabolic process,347,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009220: [BP] pyrimidine ribonucleotide biosynthetic process,16,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009225: [BP] nucleotide-sugar metabolic process,401,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009228: [BP] thiamine biosynthetic process,93,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009229: [BP] thiamine diphosphate biosynthetic process,42,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009231: [BP] riboflavin biosynthetic process,156,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009234: [BP] menaquinone biosynthetic process,43,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009236: [BP] cobalamin biosynthetic process,22,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009239: [BP] enterobactin biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009240: [BP] isopentenyl diphosphate biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0009243: [BP] O antigen biosynthetic process,447,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009244: [BP] lipopolysaccharide core region biosynthetic process,301,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009245: [BP] lipid A biosynthetic process,337,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009246: [BP] enterobacterial common antigen biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009247: [BP] glycolipid biosynthetic process,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009249: [BP] protein lipoylation,56,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009250: [BP] glucan biosynthetic process,57,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009252: [BP] peptidoglycan biosynthetic process,131,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009253: [BP] peptidoglycan catabolic process,47,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009254: [BP] peptidoglycan turnover,737,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0009255: [BP] Entner-Doudoroff pathway through 6-phosphogluconate,556,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009263: [BP] deoxyribonucleotide biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009264: [BP] deoxyribonucleotide catabolic process,253,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009267: [BP] cellular response to starvation,351,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009269: [BP] response to desiccation,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009271: [BP] phage shock,451,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009291: [BP] unidirectional conjugation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009294: [BP] DNA mediated transformation,33,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009297: [BP] pilus assembly,696,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0009298: [BP] GDP-mannose biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009305: [BP] protein biotinylation,100,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009306: [BP] protein secretion,80,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009307: [BP] DNA restriction-modification system,0,FALSE,FALSE,FALSE,FALSE,0,0,0
