# Gene Family	ABM006_Abundance-RPKs	BE108_Abundance-RPKs	BE109_Abundance-RPKs	BE110_Abundance-RPKs	BE111_Abundance-RPKs	BE112_Abundance-RPKs	BE114_Abundance-RPKs	BE115_Abundance-RPKs	BE116_Abundance-RPKs	BE117_Abundance-RPKs	BE118_Abundance-RPKs	BE119_Abundance-RPKs	BE121_Abundance-RPKs	BE124_Abundance-RPKs	BE208_Abundance-RPKs	BE209_Abundance-RPKs	BE210_Abundance-RPKs	BE211_Abundance-RPKs	BE212_Abundance-RPKs	BE213_Abundance-RPKs	BE214_Abundance-RPKs	BE215_Abundance-RPKs	BE216_Abundance-RPKs	BE217_Abundance-RPKs	BE218_Abundance-RPKs	BE219_Abundance-RPKs	BE221_Abundance-RPKs	BE319_Abundance-RPKs	BL105_Abundance-RPKs	BL106_Abundance-RPKs	BL107_Abundance-RPKs	BL108_Abundance-RPKs	BL110_Abundance-RPKs	BL111_Abundance-RPKs	BL112_Abundance-RPKs	BS001_Abundance-RPKs	BS005_Abundance-RPKs	DJA002_Abundance-RPKs	EBO001_Abundance-RPKs	ERR2503700_Abundance-RPKs	ERR2868193_Abundance-RPKs	EXB015.A2001_Abundance-RPKs	EXB015.A2101_Abundance-RPKs	EXB015.A2501_Abundance-RPKs	EXB015.A2601_Abundance-RPKs	EXB020.A0101_Abundance-RPKs	EXB021.A0101_Abundance-RPKs	EXB022.A0101_Abundance-RPKs	EXB023.A0101_Abundance-RPKs	FDM001_Abundance-RPKs	G0001_Abundance-RPKs	G0005_Abundance-RPKs	G0007_Abundance-RPKs	G0008_Abundance-RPKs	G0009_Abundance-RPKs	G0011_Abundance-RPKs	G0012_Abundance-RPKs	G0013_Abundance-RPKs	G0014_Abundance-RPKs	G0016_Abundance-RPKs	G0017_Abundance-RPKs	G0018_Abundance-RPKs	G0019_Abundance-RPKs	G0020_Abundance-RPKs	G0021_Abundance-RPKs	G0026_Abundance-RPKs	G0028_Abundance-RPKs	G0031_Abundance-RPKs	G0033_Abundance-RPKs	G0034_Abundance-RPKs	G0036_Abundance-RPKs	GDC002_Abundance-RPKs	GDC004_Abundance-RPKs	GDC005_Abundance-RPKs	Gb1wash_Abundance-RPKs	Gb2wash_Abundance-RPKs	LIB007.A0117_Abundance-RPKs	LIB012.A0101_Abundance-RPKs	LIB013.A0101_Abundance-RPKs	LIB014.A0101_Abundance-RPKs	LIB015.A0101_Abundance-RPKs	LOB001_Abundance-RPKs	MTK001_Abundance-RPKs	MTM001_Abundance-RPKs	MTM002_Abundance-RPKs	MTM004_Abundance-RPKs	MTM005_Abundance-RPKs	MTM006_Abundance-RPKs	MTM008_Abundance-RPKs	MTM009_Abundance-RPKs	MTM010_Abundance-RPKs	MTM011_Abundance-RPKs	MTM012_Abundance-RPKs	MTM013_Abundance-RPKs	MTS001_Abundance-RPKs	MTS002_Abundance-RPKs	MTS003_Abundance-RPKs
GO:0004458: [MF] D-lactate dehydrogenase (cytochrome) activity	0.0841827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100912	0	0	0	0	0	0	0	0	0	20.0531	0.406606	0.549521	0.12424	0	1.44291	0	0	0	2.0978	0	0	0	0.230738	0.0396549	0.37152	0	0	0	0	0	0.410597	0.304169	0	0	0	0	0	0	0	0	1.14373	0	0	0	0	0	2.64606	0	0	0	0	0	0	0	0	1.18117
GO:0004459: [MF] L-lactate dehydrogenase activity	33.1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51914	42.212	16.272	78.9064	0	25.8405	0	0	0	0	0	0	0	0	45.7256	4.6577	4.27251	33.1072	35.6275	44.6831	33.5696	38.731	42.2481	4.36877	28.964	48.6887	28.9131	67.8068	17.5451	51.5496	17.4077	22.3734	6.53317	0	37.1996	1.8396	6.15769	38.8059	56.1679	58.3495	70.2755	0	0	0	0	4.39838	5.29362	86.125	44.5002	8.73167	48.6987	85.3175	56.7127	90.7843	33.3405	111.448	43.7888	45.6241	38.2603	31.3358	43.2207	16.476
GO:0004460: [MF] L-lactate dehydrogenase (cytochrome) activity	1.44298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47388	0	0	0	0	3.59444	0	0	0	0	0	0	0	0	25.4297	7.1881	0.750775	1.71167	4.60243	0	1.12257	2.01284	0	0	6.78756	2.97972	0.373278	1.47666	5.63504	3.10894	0	0	0	0	0	0	0.733723	3.43266	0.175981	7.3072	0	0	0	0	0	0	0.349335	10.772	1.89633	8.38397	0.233414	16.6504	4.13062	4.06638	0	0	8.26741	1.13574	0	1.00338	6.5644	6.02902
GO:0004462: [MF] lactoylglutathione lyase activity	13.7084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2467	17.2418	1.76501	18.3044	9.61242	35.1108	0	0	0	0	0	0	0	0	5.84785	26.0791	2.28049	9.6438	16.8399	17.0076	37.5893	7.9614	6.94234	2.50423	32.0403	14.6574	11.4782	19.4174	23.7029	22.3237	31.0203	3.66139	6.89224	0	11.2654	9.32939	9.73217	33.997	26.2652	31.8143	83.6781	0	0	0	0	0	2.83639	41.9798	31.4876	11.5544	16.6321	82.706	20.6881	55.1899	0	20.3156	43.4835	43.4863	23.037	43.1038	59.6382	30.7666
GO:0004463: [MF] leukotriene-A4 hydrolase activity	0.244083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10067	0	0	0.227069	0	0.0320554	0	0.114247	0	0.331721	0	0	0.0878897	0.137925	0.0705097	1.08565	0	0	5.87053	0	0	0	7.78448	0	0	0	0	0	0	0	0	0.764156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004466: [MF] long-chain-acyl-CoA dehydrogenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21489	0	0	0	0	0	0	0	0	0	0	0.18735	0	0.455522	0	0	0	0	0	0.454208	0	0	0	0.106309	0	0	0	0	0	0	0	0.240881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004467: [MF] long-chain fatty acid-CoA ligase activity	8.86411	0	0	0	0	0	48.6229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.641	19.5148	3.1687	8.58826	2.43918	16.8991	0	0	0	0	0	0	0	0	12.8043	26.1293	4.49319	10.455	10.8791	6.25002	17.5824	5.04365	0	4.86694	22.9869	6.99168	11.1542	13.5779	12.1318	16.1953	16.1772	3.31594	4.94814	0	3.88047	16.4861	13.2772	13.3707	4.19775	17.6479	1.33625	0	0	0	0	0	9.62474	14.5551	13.929	2.63892	7.26736	36.0185	19.6049	28.4734	0	0.774825	22.1102	20.3862	1.51208	17.721	11.6423	9.50944
GO:0004468: [MF] lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456565	0	0	0	0	0	0	0	0	0	2.41598	0	0	0.10337	0.323232	0.0269639	0	0	0	0	0	0	0	0	0.220084	0	0	0	0	0	0	0.585267	8.89848	0	0	0	0	0	0	0	0	0	0	0	0.912708	0	0	0.116876	0	0	0	0	0	1.69873	0	0	0
GO:0004471: [MF] malate dehydrogenase (decarboxylating) (NAD+) activity	38.2731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930591	97.1962	25.1265	63.9336	6.684	50.3055	0	0	0	0	0	0	0	0	29.2277	39.2473	26.0773	65.1662	40.3042	55.1831	74.252	22.3766	36.3401	8.49702	61.8286	52.991	49.0687	86.1938	37.0454	55.3236	28.4615	4.29571	14.3697	10.0489	54.2578	16.6098	22.8669	49.7671	43.6429	98.3115	28.2538	0	0	0	0	0	17.8302	42.8962	86.6774	28.9719	46.5665	116.307	49.4379	110.652	11.0556	59.1491	65.8736	44.1203	52.5367	72.6183	60.8348	53.3101
GO:0004473: [MF] malate dehydrogenase (decarboxylating) (NADP+) activity	9.58542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14331	2.75249	5.901	0	12.4295	0	0	0	0	0	0	0	0	3.54917	28.3279	4.36116	1.57348	13.2246	3.97415	5.76035	0.557323	4.93734	0	5.67881	0.473133	11.8715	1.15969	9.31715	4.76716	2.8691	0.173513	0	10.0489	0	9.49611	5.43676	6.85211	1.55726	4.11515	7.98008	0	0	0	0	0	13.7287	11.7301	11.6235	16.2691	8.97235	7.97848	6.16884	15.5996	8.16065	0.73358	11.5967	9.73434	16.6636	21.5639	22.1669	15.8693
GO:0004474: [MF] malate synthase activity	0.271477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8055	29.3919	0	0	0	17.0742	0	0	0	0	0	0	0	0	7.63739	47.0007	1.56365	0.321744	8.91431	4.76883	6.25932	0	0.134601	1.44741	25.7477	0	3.11188	1.13054	2.09537	2.36045	38.8893	1.13723	2.79671	6.04347	1.77892	0	10.4319	30.0011	12.6725	5.2653	0	0	0	0	0	0	7.02319	12.5835	3.84582	11.1868	0	5.8084	4.19436	14.449	0	2.71263	11.816	11.404	1.96904	5.19047	9.62329	8.7694
GO:0004475: [MF] mannose-1-phosphate guanylyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36315	0	0	0	0	24.3776	0	0	0	0	0	0	0	0	10.3838	4.88106	0.332072	1.78261	0.609074	1.01609	0.825395	0	0	0	3.61014	0	1.35475	0.455538	0.260484	0.480123	0.515175	0	0	0	0.1282	0	3.52133	9.35863	6.20303	0.262695	0.391308	0	0	0	0	0	0.152456	0	0	2.71356	0	0	1.61295	0	0	0.59804	0.704742	6.32751	12.3942	0.386541	0.870655	1.48512
GO:0004476: [MF] mannose-6-phosphate isomerase activity	25.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53578	3.7229	35.557	82.2816	8.47203	20.5678	0	0	0	0	0	0	0	0	38.3085	28.1593	4.30235	29.8229	30.8776	43.623	25.097	47.2939	18.6594	1.58979	9.99678	48.9858	36.5391	73.5493	17.4633	46.0388	28.9198	24.4193	0.867634	1.76655	31.7601	15.225	10.8985	28.4865	42.0456	47.2647	61.9746	0	0	0	0	7.10399	3.13838	48.5346	1.6975	9.88153	48.7203	8.32382	44.6923	21.0593	21.7606	64.507	9.35456	46.5813	27.2356	29.4441	24.2843	23.4687
GO:0004477: [MF] methenyltetrahydrofolate cyclohydrolase activity	34.8567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5916	102.378	44.4972	79.5466	9.11966	32.3694	0	0	0	0	0	0	0	0	38.2936	61.7047	9.6588	38.7364	62.1869	45.0555	42.3165	61.1475	23.5298	11.6469	59.6781	52.1133	38.493	76.4432	22.2931	65.9369	44.9989	44.5289	14.0001	6.53624	29.4328	48.1152	25.9743	56.6914	80.5992	75.5396	70.7817	0	0	0	0	4.86647	11.0667	85.9128	47.8176	30.2866	55.0324	82.2866	72.1117	87.7629	23.6178	64.2133	34.8718	71.9047	50.4399	49.476	53.8971	43.9473
GO:0004478: [MF] methionine adenosyltransferase activity	56.0824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9542	54.8609	65.345	103.225	3.17833	38.6359	0	0	0	0	0	0	0	0	57.8536	59.4831	36.0843	52.7948	71.4756	51.9109	68.4111	57.9423	29.7477	19.7767	56.722	69.9382	76.6901	88.301	35.3114	80.5217	50.15	45.799	6.60979	4.90915	50.2254	71.7946	31.2189	67.5799	60.1973	90.4748	69.1555	0	0	0	62.5432	7.1161	28.5232	110.944	83.7866	29.9743	75.621	116.72	74.0554	145.733	39.7326	109.935	79.5636	70.3524	49.2559	89.536	84.8875	46.3612
GO:0004479: [MF] methionyl-tRNA formyltransferase activity	31.9612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.995	137.3	29.4422	82.6246	4.28353	33.7759	0	0	0	0	0	0	0	0	13.3404	47.5088	3.84399	20.8148	25.4517	20.2571	44.5678	34.5746	9.84535	7.61397	63.732	28.3424	14.0592	39.2086	16.2291	34.0158	32.6894	4.89831	21.5308	6.09181	31.8169	9.9336	30.8492	52.887	98.4207	64.2882	43.155	0	0	0	0	0	6.01085	59.8199	41.9196	18.2386	24.8459	92.6337	42.2425	101.955	5.75055	40.5842	44.5287	40.7631	32.7172	43.2611	64.2373	34.5032
GO:0004482: [MF] mRNA (guanine-N7-)-methyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385026	0	0.122563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004484: [MF] mRNA guanylyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856035	0	0.380384	0	0	0	0	0	0	0	1.69415	0	0	0	0	0	1.27854	7.81219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004485: [MF] methylcrotonoyl-CoA carboxylase activity	0.241026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4413	0	0	0	0.780591	0	0	0	0	0	0	0	0	0	9.575	1.15482	0	4.39306	0	0.273917	0	0	1.99151	0.633679	0	0.0514636	0.146063	2.01836	0.405472	0.325919	0.696401	0	3.83063	0.969606	0	0.694357	4.96415	1.42091	0.31869	0.421116	0	0	0	0	0	1.50746	0	0	0	0	0	0.99723	0	0	0	0	3.37298	0	0	0	2.06687
GO:0004487: [MF] methylenetetrahydrofolate dehydrogenase (NAD+) activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129285	0	0	0	0.345469	0	0.255413	0	0	0	0	0	0	0	0.71803	0	0	0	0	0	1.13846	8.19419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004488: [MF] methylenetetrahydrofolate dehydrogenase (NADP+) activity	35.1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5916	102.378	44.4972	77.5047	9.11966	32.4297	0	0	0	0	0	0	0	0	38.2936	61.5355	11.2078	38.7364	62.229	45.0555	42.7675	61.3207	23.5298	11.6469	59.6781	53.3809	38.6308	76.883	23.3454	66.6692	46.9684	44.5289	14.0001	6.53624	29.4328	48.1152	28.5964	58.34	80.5992	75.462	70.7817	0	0	0	0	4.86647	11.0667	85.2791	49.9349	30.2866	53.7644	82.2866	72.1117	85.5025	23.6178	62.4639	34.8718	70.5773	50.4399	51.3706	53.8971	42.7693
GO:0004489: [MF] methylenetetrahydrofolate reductase (NAD(P)H) activity	19.3597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4365	172.376	16.1902	61.6874	3.79781	26.475	0	0	0	0	0	0	0	0	54.2202	69.633	6.60416	55.8418	52.3411	48.8848	52.1616	60.9016	25.7552	5.20275	86.2963	56.4774	40.5256	72.1335	25.3257	69.3231	40.8995	51.178	15.4822	12.483	52.7031	33.7935	22.5182	31.9899	39.9779	116.636	97.8058	0	0	0	0	4.6869	15.8152	126.864	68.7692	37.7919	79.3995	100.687	86.7906	105.292	36.2233	55.2885	67.6235	63.1726	31.9364	68.1497	83.0212	48.3712
GO:0004490: [MF] methylglutaconyl-CoA hydratase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148045	0	0	0	0	0	0	0	0	0	1.35177	0.114026	0	0.0442048	0	0	0	0	1.78295	0	0	0	0	0	0	0	0	0	0	0.234549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763927	0	0	0	0
GO:0004491: [MF] methylmalonate-semialdehyde dehydrogenase (acylating) activity	10.2378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93936	87.6013	6.25485	41.2111	4.991	40.6622	0	0	0	0	0	0	0	0	23.2108	29.9951	5.35443	35.4635	23.454	39.9426	73.3122	17.3022	29.7243	5.1377	63.4881	22.6216	40.1531	49.1622	18.1823	39.1263	13.8027	7.34609	11.6323	15.4787	12.4849	6.72819	19.4839	32.192	33.1773	35.2137	5.9791	0	0	0	0	0	24.0515	17.995	15.7902	22.7662	23.2431	21.1014	24.4334	23.0984	3.55519	1.51589	20.6212	33.6418	27.3379	43.4489	22.7787	39.9661
GO:0004492: [MF] methylmalonyl-CoA decarboxylase activity	0.617614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99978	0.146967	0	0.674387	0	0	0	0	0	0	0	0	8.17468	3.54099	0.972198	0.146478	0	0.849467	1.28538	0	0	0	0	0.595062	0	0	0	0.487288	0	0	0	0	0	0	2.43178	1.44233	2.01538	0.0909753	0	0	0	0	0	0	0	0	0	1.3341	0.208296	0	0	0	3.04347	0	0	0.125252	0	0	0	0.611344
GO:0004493: [MF] methylmalonyl-CoA epimerase activity	5.74218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4813	35.2235	0	0	0	0	0	0	0	0	0	0	0.45657	34.4615	2.16878	1.64442	4.48437	27.7629	4.13502	16.7655	12.5382	0	3.69383	13.1516	2.95679	10.2622	4.34379	2.21554	1.59165	2.28132	0	20.8025	2.70653	23.522	7.24751	0.455537	23.4726	21.4305	1.29858	0	0	0	0	0	10.5972	0	11.7405	0	3.17965	3.22244	4.1441	5.60355	7.23376	0	0	2.69763	0	9.69846	0	8.34204
GO:0004494: [MF] methylmalonyl-CoA mutase activity	9.20613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43721	0.22213	40.4492	33.8223	2.31247	3.60551	0	0	0	0	0	0	0	0	6.38983	44.7641	20.2225	5.79922	21.7176	32.3509	45.7764	12.3809	21.3033	0.960662	2.39938	15.6553	6.13217	12.909	18.1852	6.26722	3.42695	4.15961	0	0	2.37468	35.1115	6.16769	1.22433	31.6142	21.3588	2.23105	0	0	0	0	0	11.3921	0.30781	39.1318	0.685476	13.6876	19.1543	4.23508	13.8274	25.2976	10.9678	1.76601	8.876	5.8584	13.0962	0	4.66136
GO:0004496: [MF] mevalonate kinase activity	8.79756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61263	16.9467	4.06883	2.69029	0	0	0	0	0	0	0	0	19.6999	2.74262	0.444736	12.1238	6.10702	10.3933	15.1172	10.9598	2.12166	0.956097	5.06981	12.2443	5.18758	31.6478	3.77065	17.2399	4.44676	3.99354	0	0	4.55476	0	1.5805	17.1012	19.731	7.61002	42.1477	0	0	0	0	0	0	10.1491	0	0	7.19058	1.18118	11.7474	7.63888	3.35561	8.54585	3.87046	21.5442	1.29747	7.46613	4.5237	4.99215
GO:0004497: [MF] monooxygenase activity	78.3026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.9333	394.352	37.2735	259.149	10.9534	255.284	0	0	0	0	0	0	0	0	266.262	250.83	24.9501	295.553	230.493	127.523	143.957	267.598	54.0862	32.7418	270.803	251.955	206.388	310.218	176.658	282.268	107.894	309.262	59.6789	45.6235	238.695	0	110.359	279.403	143.182	211.702	245.059	0	0	0	0	81.0029	93.606	379.489	37.6334	222.677	316.341	75.5304	395.861	157.288	174.496	215.355	61.5592	369.783	589.961	137.233	113.473	235.583
GO:0004499: [MF] N,N-dimethylaniline monooxygenase activity	0.191527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3013	0	0	0	12.2065	0	0	0	0	0	0	0	0	16.8046	12.861	0.510803	4.18774	9.48698	0	12.5405	0.320692	0	0.966368	15.199	0.165257	0	1.19078	1.13707	1.25969	3.6897	0	7.87256	18.3219	4.18843	0	2.34891	21.9119	0.512025	8.67805	0	0	0	0	0	0	1.90101	0	0	5.6964	0	0	3.63405	0	0	0.62731	0	4.7201	29.2888	0	0.213102	13.5762
GO:0004502: [MF] kynurenine 3-monooxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9084	0	0	0	0	1.97701	0	0	0	0	0	0	0	0	0.444257	34.4686	0.121876	2.80426	2.65418	0	0.0219326	0	0	1.28592	2.70261	0	2.05172	0.46968	0	0	0.861198	2.0518	0	0	0.262033	0	8.43498	7.64644	2.91417	0.558676	0	0	0	0	0	0	2.22969	0	0	0	0	0	1.74617	0	0	0	0	8.82334	0	1.40646	0	3.68733
GO:0004503: [MF] monophenol monooxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0696578	0.275912	0.250843	0	0	0	0	0.172902	0	0	0.126452	0.0347551	0	0	0	0	0	0	0	0	0.0554909	0	0.135362	0.0636343	0	0	0	0	0	0	0.774167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004505: [MF] phenylalanine 4-monooxygenase activity	0.567175	0	0	0	0	0	94.454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6039	0	0	0	0	6.06887	0	0	0	0	0	0	0	0	0	18.7643	0.149422	1.07924	8.42239	0	2.06866	0	0	1.33985	6.41399	0	1.7401	0.962492	1.13949	0.344171	0	1.21185	0	9.19165	1.03755	0	10.1598	0	19.1604	2.52018	0.365835	0	0	0	0	0	4.00181	0	0	1.94541	0	0	4.69063	0	0	0	0	13.5679	9.64291	0	0	11.2113
GO:0004506: [MF] squalene monooxygenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74158	0	0	0	0	0	0	0	0	0	0.178612	0	0	0	0	0.0215108	0	0.156268	0	0	0	0	0	0	0.11639	0.586758	0	0	0	0.185215	0	0	9.55165	0	2.23163	0	0	0	0	0	0	0	4.90303	0.149052	0	0	2.49091	0.241624	8.10844	0	0	2.62508	0	0.123735	0.69903	1.16603	0
GO:0004512: [MF] inositol-3-phosphate synthase activity	3.06855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22632	0	0	2.85027	0	0	0	0	0	0	0	0	16.5835	1.54596	6.85086	2.83582	1.31983	0	3.93431	0	7.71778	3.1208	0	0	0.656369	0	9.7075	0.701433	20.36	0	0	0	3.04965	0	2.9376	16.4556	0	11.9929	0	0	0	0	0	0	5.05941	0	9.52583	10.3426	3.35098	0	1.4452	5.34641	8.06714	0.696328	0	3.43955	0	0	1.81276	0
GO:0004514: [MF] nicotinate-nucleotide diphosphorylase (carboxylating) activity	45.2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4612	253.181	56.784	71.5687	18.9749	106.906	0	0	0	0	0	0	0	0	53.8634	87.9392	11.5817	37.4186	45.9702	33.1187	70.1015	48.4896	32.0908	13.0587	128.176	47.6941	38.8071	53.6037	21.4381	51.1165	61.8013	27.6943	48.1556	28.8655	39.8235	57.7251	42.9042	77.1557	86.9293	121.27	76.4137	0	0	0	0	0	11.6951	84.7184	67.9975	45.7715	51.8855	100.221	56.0055	106.792	30.3412	90.1077	58.7588	80.1567	88.1445	51.1786	71.3257	49.0991
GO:0004515: [MF] nicotinate-nucleotide adenylyltransferase activity	36.3297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06351	32.1455	28.1264	70.3307	4.05475	19.6757	0	0	0	0	0	0	0	0	45.0081	39.0797	4.49613	53.9238	63.1481	51.6546	28.2771	72.7828	30.793	5.86298	29.5617	65.9701	51.4271	92.4803	24.8984	67.8115	41.8767	56.0685	2.78244	36.4784	39.6892	14.9105	15.8009	31.0291	64.7259	81.07	75.9278	0	0	0	0	16.3951	5.09194	109.2	31.2005	21.4921	72.2212	67.8776	68.2429	74.2251	27.8735	99.5339	17.5218	58.3692	39.0237	30.719	49.6388	32.3265
GO:0004516: [MF] nicotinate phosphoribosyltransferase activity	28.8734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15009	118.452	31.808	64.3618	18.9749	44.1435	0	0	0	0	0	0	0	0	39.2482	45.825	7.06937	31.9453	35.457	30.8047	50.943	44.5917	30.086	7.58001	68.3145	43.897	33.4588	50.9656	18.3817	43.3267	48.9204	26.7104	24.8316	11.9754	36.8493	37.0815	18.7019	56.6221	44.4619	89.2926	72.1789	0	0	0	0	0	7.82718	74.1407	45.1715	26.2815	45.1636	78.581	48.2102	82.7098	20.8376	78.3014	42.811	65.0265	55.9898	33.6433	59.2803	29.4725
