HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
224	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hofstadii	Named	Oral			AF287813	17	0.05	218	Oral Strain TFI-FAC5	157688	1	137	7569	SEQF1601|SEQF2581	N/A					
225	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 225	Unnamed	Oral			To be submitted	7	0.02	320	Oral Clone HE052|Oral Strain TFI-FEA2	671213	0	575	4634	SEQF2452	N/A					
226	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 226	Phylotype	Oral			AF023062	1	0.00	459	Oral Clone G054	712715	0	1	0		N/A					
227	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 227	Phylotype	Oral			AF056339	2	0.01	409	Oral Clone BA223	712716	0	2	0		N/A					
228	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 228	Phylotype	Oral			AF023054	25	0.07	180	Treponema sp. I:D:T31	712717	0	25	0		N/A					
229	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriophycideae	Oscillatoriales	Arthrospira	platensis	Named	Unassigned												SEQF2856						
230	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 230	Phylotype	Oral			AF023053|AY005081	13	0.04	244	Oral Clone AF068|Treponema sp. I:F:D13	712718	0	13	0		N/A					
231	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 231	Phylotype	Oral			AF023055	21	0.06	192	Treponeme sp. 1:G:T21	712719	0	21	0		N/A					
232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 232	Phylotype	Unassigned			AF023059	28	0.08	171	Treponema sp. I:J:T19	712720	0	28	0		N/A					
233	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	schleiferi	Named	Unassigned												SEQF2914						
234	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 234	Phylotype	Oral			AF023056	10	0.03	280	Treponema sp. I:L:Y1	712721	0	10	0		N/A					
235	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 235	Phylotype	Oral			AF023063	3	0.01	387	Treponema sp. I:N:D47	712722	0	3	0		N/A					
236	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 236	Phylotype	Oral			AF056338	8	0.02	309	Treponema sp. I:O:AF016	712723	0	8	0		N/A					
237	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 237	Phylotype	Oral			AF061349|AF056337|AF061350	42	0.12	142	Treponema sp. I:8:G57|Treponema sp. I:S:AT39|Treponema sp. I:T:AT24	712724	0	42	0		N/A					
238	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 238	Phylotype	Oral			AF061347	9	0.03	294	Treponema sp. I:Q:AT20	712725	0	9	0		N/A					
239	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 239	Phylotype	Oral			AF061348|AY349416	11	0.03	267	Oral ClonesJU031|Treponema sp. I:R:AF026	712726	0	11	0		N/A					
241	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	thermosphacta	Named	Unassigned												SEQF2904						
242	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 242	Phylotype	Oral			AF182831	1	0.00	459	Treponema sp. I:V:AU076	712727	0	1	0		N/A					
243	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	huakuii	Named	Unassigned																		
244	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	gilardii	Named	Unassigned												SEQF2908						
245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	mucosa	Named	Unassigned												SEQF2894						
246	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 246	Phylotype	Oral			AF023031	1	0.00	459	Treponema sp. II:C:T1	712728	0	1	0		N/A					
247	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 247	Phylotype	Oral			AF023032	27	0.08	176	Treponema sp. II:D:G93	712729	0	27	0		N/A					
248	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 248	Unnamed	Unassigned												SEQF2868|SEQF3094|SEQF3181						
249	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 249	Phylotype	Unassigned			AF023037	1	0.00	459	Treponema sp. II:I:C53	712730	0	1	0		N/A					
250	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 250	Phylotype	Unassigned			AF023028	1	0.00	459	Treponema sp. III:A:D24	712731	0	1	0		N/A					
251	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 251	Phylotype	Unassigned			AF056340	14	0.04	236	Treponema sp. III:B:U8A	712732	0	14	0		N/A					
252	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 252	Phylotype	Oral			AF056341	2	0.01	409	Treponema sp. III:C:BA213	712733	0	2	0		N/A					
253	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 253	Phylotype	Oral			AF182838	6	0.02	332	Treponema sp. 3:D:BQ032	712734	0	5	0		N/A					
254	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 254	Phylotype	Oral			AF182836	9	0.03	294	Treponema sp. 3:E:AT013	712735	0	9	0		N/A					
256	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 256	Phylotype	Oral			AF182835	5	0.01	343	Treponema sp. 3:G:BB003	712737	0	5	0		N/A					
257	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 257	Lost	Oral			AF023044	17	0.05	218	Oral Strain Smibert D36ER1|Treponema sp. V:19:D36	712738	0	17	0		N/A					
258	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 258	Phylotype	Oral			AF023042	1	0.00	459	Treponema sp. IV:18:C9	712739	0	1	0		N/A					
259	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sp. HMT 259	Phylotype	Unassigned																		
260	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 260	Phylotype	Unassigned			AF023041	1	0.00	459	Treponema sp. IV:17D:D31	712740	0	1	0		N/A					
261	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	aerophilus	Named	Unassigned												SEQF3157						
262	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 262	Phylotype	Oral			AF182834	3	0.01	387	Treponema sp. 5:C:AT040	712741	0	3	0		N/A					
263	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 263	Phylotype	Unassigned			AF182837	5	0.01	343	Treponema sp. 5:22:BH022	712742	0	5	0		N/A					
264	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 264	Phylotype	Unassigned			AF385536	7	0.02	320	Treponema sp. oral clone BZ013	712743	0	7	0		N/A					
265	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 265	Phylotype	Unassigned			AF023046	13	0.04	244	Treponema sp. V:A:U7A	712744	0	13	0		N/A					
266	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	sp. HMT 266	Phylotype	Unassigned																		
268	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 268	Lost	Oral			AF033303|AY349418	8	0.02	309	Oral Clone IL034|Oral Strain Smibert D120CR-1|Treponema sp. Smibert-5	712745	0	8	0		N/A					
269	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 269	Lost	Oral			AY005083	0	0.00	0	Oral Strain Smibert D15A-4|Treponema sp. 6:H:D15A-4	157	0	0	0		N/A					
270	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 270	Phylotype	Oral				2	0.01	409	Treponema sp. 9:A:D01	671227	0	3	0		N/A					
271	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp. HMT 271	Phylotype	Unassigned			AF023043	2	0.01	409	Treponema sp. 10:A:C25	712746	0	2	0		N/A					
272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae [G-1]	bacterium HMT 272	Unnamed	Oral			AY005066	210	0.60	29	Oral Clone X083|Oral Strain TFI-F0093	815	0	0	0	SEQF1646	N/A					
273	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	endodontalis	Named	Oral			AY005067|AY005068	83	0.24	85	Bacteroides endodontalis|Oral Clone AJ002|Oral Clone BB134	28124	176	169	3928	SEQF1033	N/A					
274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales [F-2]	Bacteroidales [G-2]	bacterium HMT 274	Unnamed	Oral			AY005072	51	0.15	125	Oral Clone AU126 [1-3]|Oral Strain KCL-W5603|Oral Strain TFI-F0058	171549	0	0	0	SEQF1451	Bacteroidetes bacterium Oral taxon 274 strain F0058 has been isolated from a human subject by the Moore&#039;s Laboratory in November 1984. The subject was a 39 year old American black male. The bacteria was isolated from the subgingival oral biofilm at a site with moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577256. The strain is available at www.bei.org under the reference HM-4. This strain is part of the reference strains for the oral section of the Human Microbiome Project. 		Presumptively Gram negativePresumptively anaerobic	26 clones found in libraries from 7 subjectsPresent in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher than that of T. denticola, P. gingivalis or T. forsythensis [2]	Present in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher thatn that of T. denticola, P. gingivalis or T. forsythensis [2]	Oral Dis. 2006 Jul;12(4):371-4[PID:16792721]|J Bacteriol. 2001 Jun;183(12):3770-83[PID:11371542]|J Dent Res. 2003 May;82(5):338-44[PID:12709498]
275	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. HMT 275	Phylotype	Oral			AF393476	2	0.01	409	Oral Clone AW032	712435	0	2	0		N/A					
276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	sp. HMT 276	Phylotype	Unassigned																		
277	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. HMT 277	Phylotype	Oral			AF385555	2	0.01	409	Oral Clone BR037	712436	0	2	0		N/A					
278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. HMT 278	Unnamed	Oral			AF385560	5	0.01	343	Oral Clone BS045	712437	0	206	3945	SEQF2357|SEQF2770	N/A					
279	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	pasteri	Named	Oral			AF385516|AY008310	42	0.12	142	Oral Clone CW034|Oral Clone DP023|Oral Strain TFI-F003	1583331	0	146	3447	SEQF1907	N/A					
280	Bacteria	Bacteroidetes	Bacteroidetes [C-1]	Bacteroidetes [O-1]	Bacteroidetes [F-1]	Bacteroidetes [G-3]	bacterium HMT 280	Phylotype	Oral			AY005071	10	0.03	280	Oral Clone DA064	1861803	0	0	0		N/A					
281	Bacteria	Bacteroidetes	Bacteroidetes [C-1]	Bacteroidetes [O-1]	Bacteroidetes [F-1]	Bacteroidetes [G-3]	bacterium HMT 281	Phylotype	Oral			AY005070	54	0.15	118	Oral Clone DA065	200643	0	0	0		N/A					
282	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	junii	Named	Unassigned												SEQF2875						
283	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	catoniae	Named	Oral			AF366271|X82823	14	0.04	236	Oral Clone DS033|Oral Strain THI-F0035|Oribaculum catoniae	41976	6	130	5292	SEQF1936|SEQF2632	N/A					
284	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. HMT 284	Lost	Oral			AY008313	5	0.01	343	Oral Clone EP003|Oral Strain TFI-F0037	712439	0	5	0		N/A					
285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp. HMT 285	Phylotype	Oral			AY005069	0	0.00	0	Oral Clone F016	836	0	0	0		N/A					
286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	sp. HMT 286	Unnamed	Oral			AY008308	16	0.05	224	Oral Clone BU063	712710	0	5438	12966	SEQF2634|SEQF2635|SEQF2636|SEQF2637|SEQF2638|SEQF2807|SEQF3068|SEQF3069	As the closest Tannerella forsythus, several investigators have attempted to culture this organism--as yet unsuccessfully.					
288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oulorum	Named	Oral			L16472	13	0.04	244	Bacteroides oulorum|Oral Strain TFI-C08KA|Prevotella oulora	28136	3	420	6641	SEQF1691|SEQF2684	N/A					
289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	maculosa	Named	Oral			AY005057|AY005058|EF534315	18	0.05	211	Oral Clone AA016|Oral Clone AA020|Oral Strain KCL-W1609|Prevotella genomosp.|Prevotella genomosp. T3 [1]	439703	1	560	7612	SEQF2147|SEQF2508|SEQF2680	N/A					Int J Syst Evol Microbiol. 2007 Dec;57(Pt 12):2936-9[PID:18048753]
290	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp. HMT 290	Unnamed	Unassigned												SEQF2898						
291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	denticola	Named	Oral			AY005053|AY005054	61	0.17	106	Oral Clone AO036|Oral Clone AH005|Bacteroides denticola	28129	44	667	13971	SEQF2146|SEQF1677|SEQF2563|SEQF2676|SEQF2733	N/A					
292	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 292	Phylotype	Oral			AY005060	13	0.04	244	Oral Clone AH125|Oral Clone AU120	671217	0	14	0		N/A					
293	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 293	Phylotype	Oral			AY005059	1	0.00	459	Oral Clone AO009	712453	0	1	0		N/A					
294	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp. HMT 294	Phylotype	Unassigned																		
295	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp. HMT 295	Phylotype	Unassigned																		
297	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	johnsonii	Named	Unassigned												SEQF2916						
298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	histicola	Named	Oral			AF385551	47	0.13	133	Oral Clone BE073	470565	2	205	6514	SEQF1852|SEQF2679	N/A					
299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	nanceiensis	Named	Oral		CCUG 54409	AY005064	8	0.02	309	Oral Clone BI027|Oral Strain KCL-W1169|Oral Strain TFI-F0039	425941	0	13	5799	SEQF1452	Prevotella sp. oral taxon 299 strain F0039 has been isolated from a human subject by the Moore&#039;s Laboratory in September 1981.  The subject was a 44 years old American white male. The bacteria was isolated from the subgingival oral biofilm at an healthy site. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577257. The strain is available at www.bei.org under the reference HM-3.  This strain is now part of the reference strains for the oral section of the Human Microbiome Project. 					
300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 300	Phylotype	Oral			AY278625|AF385554	18	0.05	211	Oral Clone BR014|Oral Clone C3MLM058	712456	0	18	0		N/A					
301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 301	Phylotype	Oral			AF385558	1	0.00	459	Oral Clone BS041	712457	0	1	0		N/A					
302	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	rava	Named	Oral		81/4-12|DSM 22548|CCUG 58091	AF385564	2	0.01	409	 Oral Strain F0020| Oral STain KCL-W6968 |Oral Clone BU035 | Prevotella sp. oral taxon 302	671218	1	141	3992	SEQF1671|SEQF1020|SEQF2754	Alloprevotella rava gen. nov., sp. nov., isolated from the human oral cavity, and reclassification of Prevotella tannerae (Moore, Johnson &amp; Moore, 1994) as Alloprevotella tannerae gen. nov., comb. nov.&nbsp;&nbsp;&nbsp; PMID: 22753527.&nbsp; Genome available as ACZK00000000.&nbsp; Link to genome may be broken until name changed at NCBI from Prevotella sp. oral taxon 302 to Alloprevotella rava 					
303	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	pleuritidis	Named	Oral			AY005063|AY349392	21	0.06	192	Oral Clone CY006|Oral Clone FL019	407975	1	207	5773	SEQF1935	N/A					
304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 304	Phylotype	Oral			AY005065	5	0.01	343	Oral Clone DA058	712459	0	5	0		N/A					
305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 305	Phylotype	Oral			AF385509	1	0.00	459	Oral Clone DO014	712460	0	1	0		N/A					
306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 306	Unnamed	Oral			AF385511	11	0.03	267	Oral Clone DO027	712461	0	161	4681	SEQF1887	N/A					
307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	salivae	Named	Oral			AF385512	7	0.02	320	Oral Clone DO033	228604	6	436	10913	SEQF2149|SEQF1932	N/A					
308	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp. HMT 308	Phylotype	Oral			AF385513	10	0.03	280	Oral Clone DO039	1283313	0	0	0		N/A					
309	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 309	Phylotype	Oral			AF385515	1	0.00	459	Oral Clone DO045	712463	0	1	0		N/A					
311	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oris	Named	Oral			AY005056|L16474	153	0.44	48	Bacteroides oris|Oral Clone F045	28135	33	832	13678	SEQF2148|SEQF1656|SEQF2510|SEQF2683	N/A					
312	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	viridans	Named	Unassigned												SEQF2883						
313	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 313	Unnamed	Oral			AF432133|AY349397	19	0.05	205	Oral Clone FM005|Oral Clone GI059	652722	0	19	0	SEQF3063	N/A					
314	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 314	Unnamed	Oral			AY349393	16	0.05	224	Oral Clone FU048|Oral Strain TFI-F0054	712464	0	15	0	SEQF2316|SEQF3074	N/A					
315	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 315	Phylotype	Oral			AY349394	2	0.01	409	Oral Clone FW035	712465	0	2	0		N/A					
316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	missouriensis	Named	Unassigned												SEQF2853						
317	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp. HMT 317	Unnamed	Oral			AY005061	66	0.19	100	Oral Strain TFI-B31FD|Oral Strain TFI-F0055	652721	0	395	5808	SEQF1477	Prevotella sp. Oral Taxon 317 strain F0108 has been isolated from a human subject by the Moore&#039;s Laboratory in April 1992. The subject was a 38 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a healthy site. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577255. The strain is available at www.bei.org under the reference HM-5. This strain is part of the reference strains for the oral section of the Human Microbiome Project.					
318	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp. HMT 318	Phylotype	Unassigned			AF385531	2	0.01	409	Oral Clone AV100	84567	0	0	0		N/A					
319	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp. HMT 319	Phylotype	Unassigned			AF385544	9	0.03	294	Oral Clone AY017	712186	0	9	0		N/A					
320	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	sp. HMT 320	Phylotype	Unassigned			AF385548	2	0.01	409	Oral Clone AZ105	1210116	0	0	0		N/A					
321	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp. HMT 321	Phylotype	Unassigned			AF385549	3	0.01	387	Oral Clone AZ123	84567	0	0	0		N/A					
322	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp. HMT 322	Phylotype	Oral			AY008691	4	0.01	365	Oral Clone AK152	712187	0	4	0		N/A					
323	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 323	Unnamed	Oral			AY005077	0	0.00	0	Oral Strain TFI-A47ROY	1705617	0	0	0	SEQF2747	N/A					
324	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 324	Unnamed	Oral			AY005079	1	0.00	459	Oral Clone AA032	712211	0	298	4585	SEQF1938	N/A					
325	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	granulosa	Named	Oral			AY005074|U41347	344	0.99	18	Oral Clone AH015	45242	7	423	4714	SEQF1653	N/A					
326	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 326	Unnamed	Oral			AY005076	7	0.02	320	Oral Clone BB167|Oral Strain KCL-W5130	712212	0	505	6342	SEQF1900	N/A					
327	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseriaceae [G-1]	bacterium HMT 327	Phylotype	Unassigned																		
328	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	mastitidis	Named	Unassigned												SEQF2926|SEQF3083						
329	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	leadbetteri	Named	Oral			AY005075|AF385569	39	0.11	146	Oral Clone BM058|Oral Clone BR085|Oral Clone BU084|Oral Strain TFI-F0087	327575	2	7	0	SEQF1684	N/A					
330	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria [O-1]	Alphaproteobacteria [F-1]	Micavibrio	aeruginosavorus	Named	Unassigned												SEQF2848						
331	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	auricularis	Named	Unassigned												SEQF2934|SEQF3084						
332	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 332	Unnamed	Oral			AF366270	2	0.01	409	Oral Clone DS022|Oral Strain KCL-W4070	712213	0	471	5395	SEQF1937	N/A					
333	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	massiliense	Named	Unassigned												SEQF2925|SEQF3085						
334	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 334	Phylotype	Unassigned			AY008312	1	0.00	459	Oral Clone EL034	712214	0	1	0		N/A					
335	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 335	Unnamed	Oral			AY005078	2	0.01	409	Oral Clone X066	712215	0	80	3944	SEQF1906	N/A					
336	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 336	Unnamed	Oral			AY005080	7	0.02	320	Oral Clone X089	712216	0	55	4185	SEQF1970	N/A					
337	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	gingivalis	Named	Oral			AY005073	202	0.58	34		1017	81	296	5157	SEQF1602	N/A					
338	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp. HMT 338	Unnamed	Oral			U41352	23	0.07	183	Oral Strain FDC-8	710239	0	158	4857	SEQF1687	N/A					
339	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	indicus	Named	Unassigned												SEQF2885						
340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	paucivorans	Named	Unassigned												SEQF3172						
341	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae	Named	Unassigned												SEQF2907|SEQF2945|SEQF2957|SEQF2962|SEQF2968|SEQF3003|SEQF3004|SEQF3007|SEQF3008|SEQF3038						
342	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	panipatense	Named	Unassigned												SEQF2928|SEQF3086						
343	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	xylosoxidans	Named	Unassigned			Y14907	30	0.09	164	Alcaligenes xylosoxidans	85698	325	3185	81905	SEQF2029|SEQF2030|SEQF1926|SEQF2546|SEQF2610|SEQF2627	N/A					
344	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	luteola	Named	Unassigned												SEQF2931|SEQF3076						
