feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X293958	Approximate.altitude	 650	-6.91886323727459	3.30903876433404	46	39	0.0454106676671814	0.167940702368987
X645	Approximate.altitude	 500	-7.95850413635565	3.8068339641429	46	22	0.0454409753947653	0.167985025169036
X1301032	Spec.subspecies	graueri	2.33610900291487	1.11758668105207	46	20	0.0454667715512613	0.168012640702121
X55209	Approximate.altitude	 500	-7.1655943677532	3.42895896372107	46	33	0.0455233612839495	0.168086257048429
X444444	Approximate.altitude	 500	-6.46154972326887	3.09197806045617	46	22	0.0455185545379176	0.168086257048429
X2743090	Approximate.altitude	3300	-4.08696101534386	1.95615817679755	46	31	0.0455667358188179	0.168178677128391
X2815360	Spec.subspecies	graueri	3.39005471399309	1.62303578634814	46	45	0.0456215297135253	0.16824842855044
X1853699	Approximate.altitude	1800	-6.67536870574537	3.19593828939977	46	24	0.0456223378464653	0.16824842855044
X58169	Approximate.altitude	 800	7.1033945670348	3.40184026708072	46	18	0.0456804040666866	0.168272364434214
X1842534	Approximate.altitude	 650	-5.76629226543572	2.76143930989441	46	44	0.0456761577413541	0.168272364434214
X1636152	Approximate.altitude	 500	-3.12636686320912	1.49738974154239	46	6	0.0457022455760463	0.168272364434214
X1636152	Approximate.altitude	1600	-3.12636686320912	1.49738974154239	46	6	0.0457022455760462	0.168272364434214
X430451	Spec.subspecies	beringei	-3.73696559416621	1.7900645311198	46	12	0.0457276964667818	0.168298483021861
X85085	Approximate.altitude	1300	-5.28641580763963	2.53325198079069	46	34	0.0458057192029977	0.168517991032537
X2508307	Spec.subspecies	graueri	1.78571040268286	0.855927694082177	46	10	0.0458565347151473	0.168637268459074
X63	Approximate.altitude	1800	-5.65146831257859	2.70915450819135	46	24	0.0458781946410043	0.168649273644237
X84595	Spec.subspecies	graueri	2.48011211502575	1.1891838874007	46	16	0.0459273102798143	0.168762156571277
X1839799	Approximate.altitude	2100	-6.30855078604567	3.02619240483243	46	35	0.0460157245394253	0.169019295904428
X1717	Spec.subspecies	beringei	-1.71049338280501	0.820747178102738	46	7	0.0460723491958847	0.169159510383609
X1163710	Approximate.altitude	 550	-5.85798099512757	2.81179476307537	46	14	0.0461414739972743	0.169199331588768
X2020313	Approximate.altitude	 700	-3.69830102601858	1.77515057380829	46	20	0.0461401999672639	0.169199331588768
X373	Approximate.altitude	2100	-8.87579317576973	4.26065232784866	46	34	0.0461570554401066	0.169199331588768
X1917485	Approximate.altitude	 650	-7.33985000288462	3.52367150845482	46	26	0.046175472036987	0.169199331588768
X1641402	Spec.subspecies	graueri	2.10834734393082	1.01182778259793	46	10	0.0461081245743074	0.169199331588768
X2812648	Approximate.altitude	1800	-4.09091865897068	1.96499469116669	46	15	0.0462844144777727	0.169530767851466
X2743090	Approximate.altitude	3100	-4.86687425082989	2.33805621729184	46	31	0.0463145923948682	0.169573555541594
X2014542	Approximate.altitude	 500	-6.32268572761951	3.03906039283651	46	40	0.04642403485574	0.169635532705231
X2048897	Approximate.altitude	2100	-5.4161537631194	2.6024099982673	46	35	0.0463521218003524	0.169635532705231
X399	Approximate.altitude	2100	-6.63839228877503	3.1903442420178	46	40	0.0463943672783624	0.169635532705231
X2051906	Approximate.altitude	 800	-8.91253228909845	4.28371275460859	46	42	0.0464153310267427	0.169635532705231
X2051906	Approximate.altitude	2100	-8.91253228909845	4.28371275460859	46	42	0.0464153310267427	0.169635532705231
X2202148	Approximate.altitude	1800	-5.44481630851356	2.61737772456308	46	45	0.0464454038365917	0.169646000945766
X709810	Spec.subspecies	graueri	2.46529739503148	1.18528805768	46	13	0.0464790087874188	0.169701136026705
X70255	Approximate.altitude	 550	3.53119124428018	1.69858173700202	46	13	0.0465782003742611	0.169995597544278
X1063	Approximate.altitude	1800	-4.93578766306418	2.37456678141732	46	38	0.0466077599753736	0.170035791267101
X2558361	Approximate.altitude	3300	-3.84660545190509	1.85140313353547	46	32	0.0466999618372291	0.17030439543505
X28108	Approximate.altitude	2100	-6.71362774243331	3.23238973535196	46	42	0.0467675553274454	0.170347615114032
X195105	Approximate.altitude	3300	-2.19472577093514	1.05656180894359	46	45	0.0467430738554814	0.170347615114032
X2847989	Approximate.altitude	 650	-4.14543043952156	1.99570925724784	46	46	0.0467492125075494	0.170347615114032
X137722	Approximate.altitude	1600	-5.39846541379827	2.59968883464983	46	44	0.0468075357185741	0.170375622496418
X1096868	Approximate.altitude	 500	-3.27347387388276	1.57641383538267	46	18	0.046812411983909	0.170375622496418
X648995	Spec.subspecies	graueri	2.92417813522665	1.40872941629515	46	27	0.0468892420952496	0.170570726518215
X121719	Approximate.altitude	3300	-3.15710192439019	1.52104445205718	46	24	0.0469032287906216	0.170570726518215
X244366	Approximate.altitude	1600	-6.00974666699751	2.89654096762386	46	24	0.0469838572350692	0.170593268566778
X41170	Approximate.altitude	 400	-5.97727992349992	2.88077307052975	46	10	0.0469752994536874	0.170593268566778
X41170	Approximate.altitude	 550	-5.97727992349991	2.88077307052975	46	10	0.0469752994536875	0.170593268566778
X41170	Approximate.altitude	 650	-5.97727992349992	2.88077307052975	46	10	0.0469752994536873	0.170593268566778
X1312183	Spec.subspecies	graueri	3.6915452541766	1.77964015091002	46	38	0.0470315022803261	0.170698659107692
X76629	Approximate.altitude	 400	-4.05889368905357	1.95732157473305	46	15	0.0470934279741329	0.170788191323912
X76629	Approximate.altitude	 650	-4.05889368905357	1.95732157473305	46	15	0.0470934279741329	0.170788191323912
X2811415	Approximate.altitude	1000	-6.36521240527912	3.071652367539	46	37	0.0472381944460744	0.171245459344251
X2267833	Approximate.altitude	 600	-4.07613125567256	1.96882898565738	46	20	0.0474290298362351	0.171801400844964
X29394	Spec.subspecies	graueri	2.84495585945243	1.37413897652141	46	46	0.0474267842816968	0.171801400844964
X1658665	Approximate.altitude	 400	-6.03087931288397	2.91443416558815	46	40	0.0475310561486982	0.172102971078699
X1538159	Approximate.altitude	 400	-5.20945336562895	2.51825150443374	46	18	0.0475947639774636	0.172176921677568
X1538159	Approximate.altitude	 650	-5.20945336562895	2.51825150443374	46	18	0.0475947639774635	0.172176921677568
X2587853	Approximate.altitude	1800	-5.73019201717293	2.77015094402855	46	27	0.0476078202936994	0.172176921677568
X716925	Approximate.altitude	1600	-5.9488395104131	2.87723555461649	46	41	0.0477077664873383	0.17233443780769
X37930	Approximate.altitude	1600	-5.54727628951587	2.68294033929253	46	25	0.0477020468249144	0.17233443780769
X114529	Approximate.altitude	 600	-4.73756225748775	2.291036806345	46	17	0.0476761614562997	0.17233443780769
X2559073	Spec.subspecies	beringei	-5.66296501272243	2.74029453214352	46	31	0.0478084698772084	0.172630189773236
X2811423	Approximate.altitude	1000	-6.76101110421654	3.27319426065294	46	37	0.0479076638368951	0.172920260652226
X2567881	Approximate.altitude	 500	-4.48044469194032	2.16972477790494	46	12	0.0479669260399184	0.173066028309316
X196162	Approximate.altitude	1300	-6.46756363546901	3.13335007208111	46	25	0.0480557101679085	0.173250000322212
X1096856	Approximate.altitude	3100	-4.28229242325953	2.07463983558722	46	28	0.0480548364743479	0.173250000322212
X2692330	Approximate.altitude	 800	-5.33060852139068	2.58316522272641	46	21	0.0481072892149804	0.173367778114363
X1842534	Approximate.altitude	 700	-4.32966049409672	2.09901682602956	46	44	0.0481972073150161	0.173606925329404
X520	Approximate.altitude	 500	-5.16314927507257	2.50326286072434	46	46	0.0482115218028645	0.173606925329404
X459472	Approximate.altitude	3300	-2.46929972766793	1.19766661460457	46	8	0.0482936904933657	0.173834532565048
X2807101	Spec.subspecies	graueri	2.90234993436902	1.40833803499208	46	43	0.0483878553982534	0.174105124918048
X2714924	Approximate.altitude	1600	-7.22762837406278	3.50938975276187	46	28	0.0485226253061225	0.174521549159094
X2020313	Approximate.altitude	 400	-4.8073549220576	2.33536506935406	46	20	0.048625711517872	0.174624467728721
X2020313	Approximate.altitude	 650	-4.8073549220576	2.33536506935406	46	20	0.0486257115178719	0.174624467728721
X379684	Approximate.altitude	1300	-7.95228718327219	3.86317330170863	46	33	0.0486274286770751	0.174624467728721
X240495	Approximate.altitude	1300	-5.47576913386991	2.66008118505235	46	26	0.048626278089029	0.174624467728721
X42858	Spec.subspecies	beringei	-2.83650126771712	1.3781781707808	46	11	0.0486614908765493	0.174678366623416
X2014542	Approximate.altitude	1300	-5.99812202357896	2.91728581859627	46	40	0.0488758225333151	0.175367769746012
X1176649	Approximate.altitude	3300	-3.7537349899799	1.82645038573658	46	32	0.048963707504604	0.175367769746012
X380	Approximate.altitude	2100	-6.60774870029606	3.21598145319888	46	44	0.0490200913664308	0.175367769746012
X2233851	Approximate.altitude	 600	-3.83101735574881	1.86455680132394	46	46	0.0490208131353045	0.175367769746012
X2807101	Approximate.altitude	 650	-5.18982455888002	2.52492886655448	46	43	0.0489404348823398	0.175367769746012
X349751	Approximate.altitude	 550	5.73335434061382	2.78991156303385	46	21	0.0489819131174827	0.175367769746012
X1304	Approximate.altitude	 700	-6.27542920044449	3.05275966468929	46	40	0.0489174177297754	0.175367769746012
X634157	Approximate.altitude	 400	-6	2.92026841641828	46	14	0.0490256974104525	0.175367769746012
X634157	Approximate.altitude	 650	-6	2.92026841641828	46	14	0.0490256974104523	0.175367769746012
X148447	Approximate.altitude	 600	-6.02979073022879	2.9365518674067	46	32	0.0491544264575214	0.175622674108556
X2792224	Approximate.altitude	 400	-6.34872815423108	3.09166094268141	46	28	0.0491396319486443	0.175622674108556
X2609253	Spec.subspecies	graueri	3.3718555034743	1.64202060993068	46	33	0.0491418384368291	0.175622674108556
X37329	Approximate.altitude	1000	-4.7192419890879	2.29875691322743	46	46	0.0491961116126063	0.175703136448919
X512763	Approximate.altitude	1000	-6.48106826206636	3.15730520708642	46	34	0.0492201322024709	0.175720471975176
X42256	Approximate.altitude	1600	-3.02523592461783	1.4744573696574	46	5	0.0493193853146238	0.175869360001739
X42256	Approximate.altitude	1800	-3.02523592461783	1.4744573696574	46	5	0.0493193853146239	0.175869360001739
X1303	Approximate.altitude	 700	-4.50217125297627	2.19412682403106	46	45	0.0493031169729839	0.175869360001739
X121719	Approximate.altitude	1600	-5.9517297594574	2.90120848055256	46	24	0.0493500983004455	0.175910459260686
X615	Approximate.altitude	3300	-2.79400538362448	1.36266253919858	46	33	0.0494604722906032	0.176230292046198
X1587	Approximate.altitude	 600	-2.1963972128035	1.07129299815889	46	6	0.0494782691674208	0.176230292046198
X223967	Approximate.altitude	 500	-7.34036198946203	3.5809959238367	46	24	0.0495218995733536	0.176317194286798
X2182384	Approximate.altitude	 500	-1.686663515013	0.822937597299965	46	5	0.0495474640114738	0.176339732165059
X2714358	Approximate.altitude	 550	5.82382213364638	2.84226767088653	46	39	0.0496055965810446	0.176478117755148
X2775420	Approximate.altitude	3100	-2.89885139430681	1.41507332618624	46	44	0.0496528148758997	0.176577582149825
X645	Approximate.altitude	 550	-7.56985560833095	3.69558762622914	46	22	0.0496739067748501	0.176584093567982
X1752398	Approximate.altitude	 800	-2.50690118300858	1.22462778830816	46	5	0.0498072211173245	0.176715403716575
X1752398	Approximate.altitude	2100	-2.50690118300858	1.22462778830816	46	5	0.0498072211173244	0.176715403716575
X426	Spec.subspecies	graueri	2.52678014937052	1.23428080926867	46	15	0.0497971896534202	0.176715403716575
X1792508	Approximate.altitude	1800	-5.38785152728886	2.63125015237331	46	25	0.0497479724056672	0.176715403716575
X37329	Approximate.altitude	3300	-2.57039148415614	1.2554989855333	46	46	0.0497827030097063	0.176715403716575
X279113	Approximate.altitude	 600	-4.46312470792283	2.1813703885218	46	46	0.0499173473538981	0.177037617230382
X2813777	Approximate.altitude	 550	3.64385618977473	1.78177534227474	46	7	0.0500166835608274	0.177321328262052
X1312183	Approximate.altitude	 650	-6.52356195605701	3.19061523403175	46	38	0.0500650484567719	0.177355627608843
X35746	Approximate.altitude	3300	-3.34841429933135	1.63764013600069	46	33	0.0500599316683274	0.177355627608843
X686597	Approximate.altitude	2100	-4.54091545200429	2.22175095969195	46	12	0.0501452816775608	0.177371382134097
X1580596	Approximate.altitude	 800	-4.51207242473428	2.20765528024879	46	15	0.0501468829070221	0.177371382134097
X1580596	Approximate.altitude	2100	-4.51207242473428	2.20765528024879	46	15	0.0501468829070221	0.177371382134097
X168471	Approximate.altitude	1600	-4.8021908385912	2.34932075882489	46	46	0.0501210229507078	0.177371382134097
X434010	Approximate.altitude	2100	-9.87354960396714	4.83147476135872	46	21	0.0501722109962556	0.177392530047694
X2715959	Spec.subspecies	graueri	2.71131593478419	1.32743247678052	46	46	0.050284055177044	0.177719436338913
X2587853	Approximate.altitude	 650	-5.49185309632967	2.68919938404611	46	27	0.0503196256859184	0.177776619764354
X1296	Spec.subspecies	beringei	-7.33985000288463	3.59601254304715	46	29	0.0504336741985841	0.178110911037219
X2048283	Approximate.altitude	 600	-4.68491853870795	2.29575481845293	46	28	0.0504780882711254	0.178199119472344
X148447	Approximate.altitude	 500	-7.68479413476862	3.76812555404819	46	32	0.0506121410060645	0.178534862925587
X105560	Approximate.altitude	 500	-6.4801020156997	3.17741121805163	46	24	0.0506113719700678	0.178534862925587
X2847989	Approximate.altitude	 500	-4.19077305946056	2.05578504731535	46	46	0.0507069446367352	0.178800487857534
X2052056	Approximate.altitude	 500	-5.01823134794756	2.46441634482541	46	28	0.050946335289422	0.179575548609543
X1096856	Approximate.altitude	1600	-6.73580368674027	3.31076811924247	46	28	0.0511344001748781	0.180169170178048
X279113	Approximate.altitude	1600	-5.69375447159932	2.7990915451093	46	46	0.0511739887587676	0.180239388759271
X2731096	Approximate.altitude	 650	-7.18982455888002	3.53510014508882	46	23	0.0512065973315688	0.180284978623588
X664962	Approximate.altitude	3300	-2.5569700118725	1.25794383846346	46	43	0.051333121133722	0.180661057410351
X2220096	Approximate.altitude	 600	-5.98782331627305	2.94807198769141	46	34	0.051500742820288	0.181181431380046
X451876	Approximate.altitude	 500	-6.35891843635421	3.13277025021231	46	30	0.0516398281248407	0.181461841413775
X121719	Approximate.altitude	 700	-4.34557330361968	2.1408139414003	46	24	0.0516330504636029	0.181461841413775
X76832	Approximate.altitude	 550	-2.75002174699165	1.35458393316294	46	12	0.0516017828254915	0.181461841413775
X196162	Approximate.altitude	 600	-5.16259737114865	2.54379189736374	46	25	0.0516741260130183	0.181512792064119
X664962	Approximate.altitude	2100	-5.40877088721207	2.66708957612656	46	43	0.0518385246825577	0.182020526346109
X2699395	Spec.subspecies	graueri	2.86859641708883	1.41537298146465	46	14	0.051971236453248	0.182416652298384
X634157	Approximate.altitude	 600	-4.75081689656539	2.34431255545071	46	14	0.0519944055584139	0.182428132475905
X37931	Approximate.altitude	3300	-2.97315624605787	1.46734873802816	46	39	0.0520290354871162	0.182479800055808
X2695882	Spec.subspecies	beringei	-4.60486205815886	2.27432525005576	46	7	0.0521914420348072	0.182979403661611
X2020312	Approximate.altitude	1300	-4.86685560654688	2.40416251830122	46	32	0.0522317534618426	0.183050732315815
X266779	Approximate.altitude	 650	-4.58496250072115	2.26576556765639	46	22	0.0523149769044117	0.18327233789058
X2014542	Approximate.altitude	 600	-4.78816935211833	2.36838139911717	46	40	0.0525200423118864	0.18378005645625
X1229727	Approximate.altitude	1000	-5.97822198720022	2.95697869119161	46	33	0.0525169944526967	0.18378005645625
X1710539	Approximate.altitude	 500	-5.39046915499004	2.66614647916778	46	30	0.0525074584139357	0.18378005645625
X1389960	Approximate.altitude	1600	6.9063596346609	3.41741976299951	46	6	0.0526051794563792	0.184007739510143
X308754	Spec.subspecies	beringei	-4.23696559416621	2.09817045947385	46	13	0.0527770983733767	0.18447265079048
X511	Approximate.altitude	1800	-5.46809314022304	2.7078471809368	46	45	0.0527783336631141	0.18447265079048
X227605	Approximate.altitude	 600	-3.59244336758699	1.77989492516318	46	21	0.0528889120262369	0.184788698725816
X2220096	Approximate.altitude	 650	-7.4093909361377	3.67236079291804	46	34	0.0529700260220779	0.184931149493683
X1853690	Spec.subspecies	graueri	1.45115755094921	0.719208221184943	46	6	0.0529583684083988	0.184931149493683
X2033869	Approximate.altitude	3300	-2.74442131418613	1.3604188503506	46	39	0.0530002725371273	0.184966310856636
X470934	Approximate.altitude	 500	-4.81274626143869	2.38661439143883	46	46	0.0530861309400146	0.185194327084128
X57704	Approximate.altitude	3300	-2.5481220418069	1.26371241716458	46	46	0.0531060084974011	0.185194327084128
X2020312	Approximate.altitude	3300	-2.64707991152512	1.31306776519772	46	32	0.0531532653358712	0.185288645094778
X940615	Approximate.altitude	 800	-3.5959233348077	1.78473544228231	46	6	0.0532783069330842	0.185583403481199
X940615	Approximate.altitude	2100	-3.5959233348077	1.78473544228231	46	6	0.0532783069330842	0.185583403481199
X2052056	Approximate.altitude	2100	-5.51823134794757	2.73938705001671	46	28	0.0533246383474417	0.185674243968608
X225326	Spec.subspecies	graueri	-2.66078817220313	1.3213811054559	46	14	0.0534092177987966	0.185898143044559
X29449	Spec.subspecies	graueri	3.67291990767549	1.82453237410239	46	42	0.0534722457631658	0.186004023762644
X1255	Approximate.altitude	 650	-5.19967234483637	2.58304250316083	46	45	0.0534802145111615	0.186004023762644
X2267833	Approximate.altitude	 650	-4.93073733756289	2.45253521795804	46	20	0.0537630850446079	0.186916937310946
X1303	Spec.subspecies	graueri	3.23561438789899	1.61004891563361	46	45	0.0538556844066732	0.187167897892487
X1064539	Approximate.altitude	1600	-4.94275051945468	2.46098422319008	46	42	0.0539892942237012	0.187490094485944
X2558360	Approximate.altitude	 500	-5.41781131733595	2.69740238425067	46	18	0.0539798152267396	0.187490094485944
X682998	Approximate.altitude	 500	-7.06555993832518	3.51889332126423	46	43	0.0540512288911925	0.18763410317094
X75105	Spec.subspecies	graueri	2.89096134243166	1.43996147296638	46	42	0.0540767014013736	0.187651475566916
X1349819	Spec.subspecies	graueri	3.20114189408724	1.59480644664836	46	42	0.054125760489772	0.187750651596757
X2714924	Approximate.altitude	1000	-6.7559492076365	3.36876917016569	46	28	0.0543243339697407	0.18836818980128
X2033869	Approximate.altitude	 700	-3.83815794072041	1.91473933390663	46	39	0.0544295438058012	0.188575894815588
X2609253	Approximate.altitude	 500	-6.07831223601147	3.03250324324549	46	33	0.054445941707773	0.188575894815588
X2650975	Approximate.altitude	 600	2.00885555619658	1.00221873222964	46	5	0.0544436145009353	0.188575894815588
X221822	Spec.subspecies	graueri	2.48223918885105	1.23858750199472	46	45	0.0544797348924625	0.18857589572208
X225326	Approximate.altitude	1800	4.89050398152178	2.44034238280815	46	14	0.0544870798176035	0.18857589572208
X1138189	Approximate.altitude	1000	-7.19719415902172	3.59300267687136	46	28	0.0545900027397788	0.188695037498084
X2081791	Approximate.altitude	 400	-3.75488750216347	1.87508064613668	46	15	0.0546572485800561	0.188695037498084
X2081791	Approximate.altitude	 650	-3.75488750216347	1.87508064613668	46	15	0.0546572485800561	0.188695037498084
X121292	Approximate.altitude	1000	-5.77342810017072	2.88318637807713	46	45	0.054665578053546	0.188695037498084
X131568	Approximate.altitude	3100	-2.4036774610288	1.2000846114689	46	15	0.0546116044761043	0.188695037498084
X861299	Approximate.altitude	 600	-5.18665587456057	2.5900007291132	46	31	0.0546517241257406	0.188695037498084
X699433	Approximate.altitude	3100	-3.18751971567346	1.59166434103396	46	10	0.0546444879505016	0.188695037498084
X1795630	Approximate.altitude	3100	-3.22971580931865	1.61346480072566	46	18	0.05474728758275	0.188905958810181
X1484158	Approximate.altitude	1000	-5.89047828620651	2.94363040509321	46	17	0.0548192836115273	0.189083217513349
X2587853	Approximate.altitude	2100	-6.1601031881488	3.07923441531995	46	27	0.0548832211070178	0.189232557769514
X1358	Approximate.altitude	 800	-9.42433010146425	4.71190966831599	46	33	0.0549312936639999	0.189327105380283
X1188228	Approximate.altitude	 500	-5.49033608151739	2.74633490619988	46	38	0.0550404851559829	0.189632156298403
X45056	Approximate.altitude	 650	-4.10433665981473	2.05421610850755	46	43	0.0551711007321699	0.190010763152717
X2613770	Approximate.altitude	1800	-6.00126775933832	3.00412750687082	46	42	0.0552090759139756	0.190070149447739
X114529	Approximate.altitude	 400	-5.70043971814109	2.8539037641825	46	17	0.0552383345128708	0.190099493548799
X1301032	Approximate.altitude	 700	-3.04125077473278	1.52301392291004	46	20	0.0553018606639313	0.190246701150815
X382	Approximate.altitude	1800	-5.023125240151	2.51754455371036	46	43	0.0554871735758415	0.190812605905219
X56730	Approximate.altitude	1000	-6.16710547018851	3.09218355634347	46	42	0.0555826048701595	0.190942261670771
X1917485	Approximate.altitude	1300	-6.94977260881889	3.48429964133663	46	26	0.0555620086378225	0.190942261670771
X353800	Approximate.altitude	 650	-3.52356195605701	1.76674877534487	46	15	0.0555873578096955	0.190942261670771
X83986	Approximate.altitude	3100	-3.69185214623703	1.85161929380662	46	25	0.0556478798384209	0.19107856268114
X35814	Approximate.altitude	1600	-4.82288351897816	2.41983750566457	46	46	0.0557388822165219	0.191319383062925
X1138194	Approximate.altitude	3300	-2.36216731375557	1.18541008849238	46	39	0.0557804559694119	0.191373593668862
X223967	Approximate.altitude	3100	-4.47125725266962	2.24397376291245	46	24	0.0557964240703391	0.191373593668862
X1804	Approximate.altitude	 800	-2.8188999072837	1.41541482210384	46	7	0.0559108749202812	0.191551158919708
X1804	Approximate.altitude	2100	-2.8188999072837	1.41541482210384	46	7	0.0559108749202813	0.191551158919708
X512763	Approximate.altitude	3100	4.10542717724874	2.06106108594871	46	34	0.0558729284972286	0.191551158919708
X28901	Approximate.altitude	 500	-5.36034643826119	2.69259850782739	46	46	0.0560035430151115	0.191749573108703
X2575375	Approximate.altitude	2100	-7.02727670257451	3.53003592890474	46	34	0.0560106191955832	0.191749573108703
X1825976	Approximate.altitude	3300	-3.47485252376124	1.74628544709833	46	38	0.0561098376075801	0.192017540569726
X2666139	Approximate.altitude	1300	-5.33667105147832	2.68224761452747	46	29	0.0561361906033074	0.192036043078777
X2705547	Spec.subspecies	graueri	1.73447352945151	0.871852757082458	46	15	0.0561612001176528	0.192049937589945
X1853699	Approximate.altitude	 650	-6.16992500144231	3.10254403206075	46	24	0.0562477116729021	0.192258390526433
X1710539	Approximate.altitude	1800	-5.30170006221395	2.66614647916778	46	30	0.056264099234557	0.192258390526433
X2009329	Approximate.altitude	1300	-6.27285867242818	3.15581798254319	46	29	0.05635870103058	0.192438201507768
X2714924	Approximate.altitude	 600	-5.43650006427822	2.73491551279637	46	28	0.0563470155485983	0.192438201507768
X412963	Approximate.altitude	3300	-3.65338382197239	1.83888611582174	46	26	0.0564723444863903	0.192754450577523
X1267768	Approximate.altitude	 650	-6.94836723158467	3.4977478613545	46	33	0.0564970047274263	0.192766854983641
X435	Spec.subspecies	graueri	2.15449548905005	1.08521468529551	46	14	0.0566382194664195	0.193104944614405
X2705548	Approximate.altitude	 700	-4.2978937459616	2.16470134590717	46	19	0.0566233788189068	0.193104944614405
X1267768	Approximate.altitude	1000	-6.86280983288657	3.45866565301591	46	33	0.0567647751669133	0.193349294502004
X2814653	Approximate.altitude	3300	-1.93555436918027	0.975496061735476	46	45	0.0567720189352926	0.193349294502004
X1292	Spec.subspecies	beringei	-4.08746284125034	2.06004206179334	46	13	0.0567731567189566	0.193349294502004
X1166950	Approximate.altitude	3100	-3.71313237735105	1.87235590497701	46	17	0.0568940895706126	0.193689199102628
X227605	Approximate.altitude	 650	-4.39231742277876	2.21718342224119	46	21	0.0571410278912195	0.193953700002481
X1096856	Approximate.altitude	1300	-6.29789763558316	3.17810626787577	46	28	0.0570684294016743	0.193953700002481
X861299	Approximate.altitude	 400	-6.39231742277876	3.22631780056113	46	31	0.0571092630410579	0.193953700002481
X861299	Approximate.altitude	 650	-6.39231742277876	3.22631780056113	46	31	0.0571092630410579	0.193953700002481
X1457250	Approximate.altitude	3100	-4.09654120816	2.06703619094696	46	29	0.0570458349177816	0.193953700002481
X1717	Approximate.altitude	 700	-1.42713367093954	0.720375913995809	46	7	0.057133837950468	0.193953700002481
X142864	Approximate.altitude	3100	-1.77123132768181	0.893788307512964	46	5	0.0570612132264196	0.193953700002481
X28035	Approximate.altitude	 700	-2.17518686117562	1.09799320581003	46	11	0.057138434803094	0.193953700002481
X106592	Approximate.altitude	 700	-3.77326876035934	1.90532316121276	46	44	0.0572179433562039	0.193999299071626
X520	Approximate.altitude	3300	-2.59948135016619	1.31240967750803	46	46	0.0571812591284582	0.193999299071626
X63	Approximate.altitude	 700	-3.9589957382208	1.99909650734196	46	24	0.0572167699787833	0.193999299071626
X1547898	Approximate.altitude	3300	-2.67154812422313	1.34924544379915	46	31	0.0572594135468251	0.194068134342807
X358	Approximate.altitude	3300	-2.92981437449168	1.47996229740924	46	43	0.057303884468825	0.194147085295709
X286727	Spec.subspecies	graueri	2.95908069757973	1.4949044716454	46	43	0.0573287095720376	0.194159441949184
X1303	Approximate.altitude	 800	-6.54095959859075	3.30522522609758	46	45	0.0573841958875849	0.194275593758264
X2599399	Approximate.altitude	3300	-4.05159513013234	2.04766665917	46	32	0.0574238947191843	0.194338230633253
X2774562	Approximate.altitude	 700	-3.41089543049914	1.72413068811234	46	38	0.0574608763281196	0.194391628847306
X165179	Approximate.altitude	 400	-7.97727992349991	4.0333377927225	46	29	0.0575191571009573	0.194457351852128
X512763	Approximate.altitude	1800	-6.50519835978974	3.28909877180626	46	34	0.0575227245007602	0.194457351852128
X1892855	Approximate.altitude	 500	-2.43101601789188	1.22982908974036	46	6	0.0576526986598363	0.194824895434345
X252970	Approximate.altitude	3300	-2.65835662716903	1.34510175938735	46	17	0.0576986432381706	0.194908312898875
X92945	Approximate.altitude	1600	-4.89236762707626	2.47730700995374	46	21	0.0578712813710638	0.195419487149139
X2731096	Approximate.altitude	 600	-5.60213190925893	2.83788284950596	46	23	0.0579690927817706	0.195677703469541
X1969821	Spec.subspecies	graueri	2.65172675515923	1.34386698886006	46	31	0.0580702653546664	0.195947071318212
X2081791	Approximate.altitude	 700	-2.81090361028712	1.42528058186937	46	15	0.0581935810373634	0.196146599614172
X380	Approximate.altitude	1600	-5.70622130798406	2.89317176186196	46	44	0.0581779150252009	0.196146599614172
X121719	Approximate.altitude	 650	-5.55458885167763	2.81642705272413	46	24	0.058189325036359	0.196146599614172
X1138194	Approximate.altitude	1600	-4.45831715324786	2.26102649203665	46	39	0.058237248916136	0.196221645741689
X2785056	Approximate.altitude	 600	-5.44650470742242	2.76260872734188	46	25	0.0582736046100299	0.196272008473458
X399	Approximate.altitude	1800	-5.6542467186387	2.87010793002045	46	40	0.0584490265322375	0.196790552790141
X286727	Approximate.altitude	 650	-5.27866064098319	2.68012888909874	46	43	0.0585081947382663	0.1969174483702
X37329	Approximate.altitude	3100	-2.95456880404026	1.5006083064997	46	46	0.058585332384915	0.197104707267853
X1756988	Approximate.altitude	 500	-6.24372818085069	3.17285505303419	46	25	0.0587126723811594	0.197124318574809
X1638161	Approximate.altitude	 800	-5.6969202089254	2.89434314316754	46	24	0.058659988131227	0.197124318574809
X1638161	Approximate.altitude	2100	-5.69692020892539	2.89434314316754	46	24	0.058659988131227	0.197124318574809
X349751	Spec.subspecies	beringei	4.75500623272426	2.41613428789927	46	21	0.0586928410145795	0.197124318574809
X1597	Approximate.altitude	1000	-5.72475019332219	2.90921952318228	46	12	0.0587201695056504	0.197124318574809
X1597	Approximate.altitude	1300	-5.72475019332219	2.90921952318228	46	12	0.0587201695056504	0.197124318574809
X2599296	Approximate.altitude	1800	-5.82114196531446	2.9590214532717	46	39	0.0587858069319917	0.197200248061654
X1457250	Approximate.altitude	1000	-6.22968739340855	3.16645837108164	46	29	0.0587680789473146	0.197200248061654
X2814653	Approximate.altitude	2100	-4.06769146313229	2.06824446231648	46	45	0.0588481895667933	0.197337308686306
X37931	Approximate.altitude	1000	-5.28214021317867	2.68664339400084	46	39	0.0589283115167886	0.19743194324474
